yaw pitch roll label
29.81601 3.148254 8.025909 0
52.612503000000004 -1.842499 4.451111 0
50.17157 -1.015839 6.529572 0
47.553740999999995 -1.012825 4.994431 0
48.679367 -4.050911 5.035812 0
39.748688 -3.064972 4.726936 0
47.539474 -1.332619 7.0508880000000005 0
42.899215999999996 -7.879455999999999 3.8026660000000003 0
43.640747 -2.1686330000000003 15.267242000000001 0
41.234756 -6.010422 1.2342 0
41.534119 -1.287483 10.832123 0
44.925705 -13.710472 -15.287826999999998 0
46.641068 -11.167831 -11.245071000000001 0
44.261185 -15.974976000000002 -14.331512 0
39.974701 -8.806289999999999 -9.585167 0
16.944374 -12.270439 -2.046684 1
-26.802490000000002 -18.071915 9.376808 2
41.360687 -1.511925 12.478394 0
43.083725 -3.4281309999999996 15.994698000000001 0
45.179504 -3.814247 15.539658 0
81.70578 -7.201263000000001 23.883522 3
83.664749 -9.359947 15.610686999999999 3
79.350723 -23.639366 -0.392899 3
83.583862 -33.565841999999996 -6.332047 3
82.265793 -34.404022 -4.743744 3
82.82794200000001 -26.866134999999996 5.2835540000000005 3
83.49542199999999 -26.777946000000004 4.6388169999999995 3
84.088379 -21.059905999999998 23.943665 3
78.922623 -36.44178 15.5877 3
81.16714499999999 -28.60128 23.139801000000002 3
70.41729699999999 -18.38446 32.378174 0
65.13826 -12.461357000000001 28.318657 0
47.082855 -0.39901 12.426956 0
39.724121000000004 -2.220657 6.868492 0
41.497894 -7.623978 -4.50592 0
52.279037 -28.059096999999998 -2.393951 0
53.29184 -11.918678 -9.197693 0
45.050369 -8.324364 -0.929466 0
45.992401 -6.161278 3.597214 0
46.446701000000004 -8.988159 6.393433 0
49.121307 -6.506462 8.953552 0
48.775771999999996 -8.218384 8.92067 0
47.727112 -10.766753999999999 9.999413 0
59.259125 -6.270721 -1.046196 0
54.716187 -22.049744 -14.32869 0
60.419846 -17.178688 -1.263275 0
67.91403199999999 -16.63562 9.566071 0
64.983673 -16.261841 10.416016 0
56.235016 -16.290733 5.208893 0
60.344299 -8.365883 22.674758999999998 0
53.579361 -9.060257 9.568886000000001 0
53.529449 -2.041397 6.699623 0
51.463485999999996 -6.890671 16.445496 0
61.735336 -6.846703 9.254814 0
39.661667 -8.12471 -10.3507 0
41.497284 -6.806091 -2.246429 0
44.440613 -9.838142 -8.27195 0
43.727005 -9.477867 -9.287094 0
-31.352928000000002 -30.525414 17.289901999999998 2
-27.024178000000003 -24.173149 10.160872999999999 2
31.543991 -2.20356 20.038353 0
28.409576 -0.570145 7.543991 0
36.476836999999996 -4.898422 14.696945000000001 0
41.059478999999996 -10.230186 22.43985 0
53.542587 -9.141159 11.073875 0
63.616028 -0.756065 20.506508 0
78.47515899999999 -10.897086999999999 26.573241999999997 0
61.136566 10.518127 11.254508999999999 0
65.298096 8.368912 11.901237 0
64.473465 2.8494189999999997 1.438545 0
56.45961 -0.44970699999999997 -5.198348999999999 0
54.788727 -2.972595 -10.058479 0
79.720886 -8.996735000000001 -6.259796 0
70.45931999999999 -19.414611999999998 -16.457466 0
58.167725 -36.697002000000005 -23.716385 0
54.729279000000005 -38.402596 -20.317032 0
36.205078 -29.247405999999998 -13.3078 1
74.016663 0.514091 24.21817 0
68.759003 -40.457024 -14.745682 0
60.365784 -40.851509 -9.051842 0
64.73819 -34.719925 -0.652512 0
16.732475 -8.384186 1.067482 0
34.54483 -11.675925999999999 -0.555016 0
36.310928000000004 -18.900505 -8.330428999999999 1
30.395752 -22.204681 22.00415 1
36.211760999999996 -30.03215 -15.334183 1
49.541412 -15.182472 -4.629028 0
41.864471 3.888412 12.95565 0
39.26059 1.454956 8.919478999999999 0
46.245728 0.798912 7.626556 0
45.262527 -5.085129 1.6462400000000001 0
36.021759 -3.098656 9.401566 0
29.851105 -0.35391999999999996 13.862305 0
28.806381 -4.116638 7.308258 0
34.705124 -3.433922 -2.83963 0
36.359558 -7.053764 -6.180847 0
35.102722 -2.502365 -3.413757 0
18.115753 5.680458 1.145065 0
49.822845 9.840317 19.953072 0
54.435638 -33.630402000000004 -28.38018 0
56.876251 -34.407745 -25.972008 0
44.370911 7.7173 21.879425 0
42.1586 1.696632 21.295714999999998 0
56.985168 -4.174362 7.3377229999999996 0
60.822860999999996 -33.906029 -23.946686 0
65.283936 -34.859795 -26.165634 0
65.152496 -35.395889000000004 -25.253677 0
67.911926 -32.63752 -22.574554 0
46.733093 -42.910824 -27.655921999999997 1
44.290465999999995 -22.930405 -9.28154 0
42.0439 -5.034530999999999 9.965309 0
45.287079 -3.9287339999999995 11.066238 0
45.162033 -10.758171 9.187660000000001 0
36.738403000000005 -6.901603999999999 -0.5009 0
20.553986 -4.37056 16.827591 0
37.663406 -12.754013 16.839226 0
42.797211 5.096832 9.519485000000001 0
38.818008 2.4523770000000003 12.424332000000001 0
47.834351 -0.192924 14.496948000000001 0
65.409454 -21.463576999999997 -8.159058 0
49.042922999999995 -30.735535 -20.329735 0
52.246689 -41.868362 -28.495682000000002 0
43.327667 -25.244324 -19.255126999999998 0
48.971863 -5.011139 14.843551999999999 0
51.281952000000004 -26.532096999999997 -9.337357 0
50.361098999999996 -27.301987 -9.606613000000001 0
53.04303 -25.803368 -11.53833 0
-25.957435999999998 -26.800796999999996 11.579086 2
49.352385999999996 -16.286453 16.764618 0
55.185196 -7.9826809999999995 -5.90126 0
44.976334 -16.739456 1.32074 0
55.878052000000004 -4.095244999999999 1.431267 0
46.133194 -12.488113 2.6613919999999998 0
37.249190999999996 -30.894394000000002 -12.264549 0
36.427139000000004 -33.579315 -12.183167 0
38.271667 -28.090836 -11.463364 0
36.36322 -35.250263000000004 -10.808608999999999 1
30.358612 -34.308357 -11.742676 1
28.063187 -32.826057 -10.984985 1
25.500397 -31.09317 -11.688736 1
19.43454 -27.723053000000004 -11.79113 1
46.74559 -34.893318 -15.995192999999999 0
14.410217000000001 -33.021484 -13.871673999999999 1
71.307129 -48.262108000000005 16.687607 3
65.844452 -24.141739 -20.154532999999997 0
