yaw pitch roll label
45.545303000000004 -9.41124 6.3801879999999995 0
45.483414 -8.141991 5.927467 0
46.696609 -10.596313 3.730614 0
52.92572 -2.4667209999999997 8.705826 0
56.662079000000006 -4.444839 6.5670470000000005 0
48.992934999999996 2.088409 16.424103 0
50.824554 -6.218475 4.828011 0
55.401566 -14.289665 -3.4393620000000005 0
52.740051 -11.578781 0.495392 0
25.263702 -24.925659 -9.838791 1
57.609221999999995 -10.975280999999999 0.46611800000000003 0
62.279678000000004 -12.007828 1.3418729999999999 0
59.35434 -11.483658 1.463303 0
47.541107000000004 -10.236725 3.1519009999999996 0
50.954437 -17.57074 -7.2905809999999995 0
47.39389 -9.736626 4.519882 0
48.675095 -10.228798 2.448517 0
15.05468 -14.496063000000001 -4.013557 2
15.304535000000001 -12.816673 -2.563629 2
-1.837952 -16.025574 21.675864999999998 2
5.72065 -23.706657 -3.410515 2
33.576111 -11.010223 -1.38192 0
-44.636246 -20.940208 11.200165 2
45.978119 -16.227210999999997 -9.441856 0
46.179565000000004 -11.451477 -6.885574 0
1.068314 -17.331146 -1.067749 2
38.344254 -8.007530000000001 2.964661 0
41.178925 -10.6726 -0.27153 0
39.441299 -12.247269000000001 0.260529 0
39.399429 -16.287537 -1.8617860000000002 0
44.881805 -11.007645 1.259415 0
2.247276 -22.894806 -1.273895 2
44.207947 -9.74588 3.8590160000000004 0
42.951614 1.137207 15.067473999999999 0
45.729690999999995 -4.623917 10.00705 0
48.606781 -6.395706 8.602172999999999 0
65.98425300000001 -17.255745 -4.206772 3
65.718964 -34.66198 -2.822502 3
45.557815999999995 -12.632446 2.357941 0
53.530640000000005 -3.234039 11.623062 0
51.01355 -9.711372 6.015862 0
57.117737 -17.191109 -4.951599 0
54.519073 -14.054985 4.472099 0
57.449692000000006 -12.924843 8.381767 0
58.72554 -8.479111 9.802688999999999 0
54.151001 -9.221878 12.241622999999999 0
57.91941800000001 -14.758507 -0.289856 0
54.007934999999996 -10.960297 5.89003 0
55.364197 -13.861588000000001 3.242546 0
50.59111 -6.976624 8.661605999999999 0
52.473755000000004 -9.648941 6.589256 0
52.340302 -9.038101 8.995536999999999 0
56.639587 -8.088394000000001 7.175033999999999 0
54.175201 -13.452545 5.653137 0
56.101043999999995 -11.911201 6.459091 0
52.818726 -11.86554 3.9054339999999996 0
54.681961 -11.958748 4.24752 0
53.854126 -12.55471 4.162514 0
54.776718 -11.343703999999999 3.624084 0
66.729996 -9.784958 2.411339 0
7.582748 -23.796654 -13.109329 2
39.93959 -9.080727 4.309586 0
45.751587 -6.1027830000000005 7.159636999999999 0
42.910919 -15.811356 -0.42753599999999997 0
53.956008999999995 -49.586441 -26.757553 1
58.070129 -17.147125 3.466736 0
80.789062 -18.849503 -2.863983 0
81.57814 -19.088767999999998 -3.4228669999999997 0
60.715697999999996 -32.799805 -19.947723 1
32.064377 -6.560516000000001 4.07547 0
31.395965999999998 -7.8731 4.617691000000001 0
31.147353999999996 -8.741089 4.164215 0
30.00116 -9.442192 3.60759 0
45.736038 -7.951469 7.178406 0
51.753403000000006 -26.319283000000002 -10.476074 3
83.568253 -8.963683999999999 4.02623 0
82.738342 -44.419754 -24.715103 0
50.785156 -25.944733 3.67527 3
85.358276 -21.130356 3.368523 3
82.73555 -22.093575 -4.311005000000001 3
50.171539 -36.199303 -24.641853 1
60.407776 -27.334228999999997 -12.504524 0
60.668091000000004 -19.706802 -1.529823 0
61.251938 -17.229668 0.305679 0
66.14389 -9.035751 9.25843 0
62.185852000000004 -13.709701999999998 7.393447999999999 0
65.483078 -8.259064 12.111626 0
65.342987 -6.114807 9.560966 0
64.183472 -9.072067 9.050446 0
63.312743999999995 -10.577316 8.665192 0
64.39370699999999 -11.564781 8.127884 0
61.709442 -10.11673 9.965575999999999 0
64.741776 -11.095818 8.475105000000001 0
41.973679 -24.678345 -1.335823 1
45.108826 -19.007912 0.73056 0
54.00279200000001 -10.595398 6.816124 0
50.37532 -14.580673 3.00563 0
50.108978 -11.11776 5.867584 0
50.973389000000005 -10.488144 5.941841 0
51.167358 -9.794182000000001 6.4371339999999995 0
53.962753 0.42796300000000004 20.262291 0
55.606322999999996 1.7154919999999998 18.458656 0
52.26001 -2.427315 15.062095999999999 0
50.085083000000004 -6.747452 12.051361 0
51.049820000000004 -6.358269 11.803726 0
52.994949 -9.52417 8.554779 0
51.830063 -8.569183 7.564957000000001 0
46.330231 -6.341286 5.983498 0
-17.774712 -18.672234 7.761002 2
47.822021 -9.174812 5.729538 0
-12.511130999999999 -21.568375 9.291077 2
43.925262 -12.856262 3.54023 0
49.061737 -10.303467 5.003280999999999 0
46.306595 -6.868271000000001 8.466087 0
51.09729 -10.749603 5.242249 0
47.958344 -0.345383 14.654342999999999 0
47.029495000000004 0.09690900000000001 18.414070000000002 0
52.61389200000001 0.7223510000000001 19.059798999999998 0
50.108002 -5.2646180000000005 14.532921 0
-13.987067999999999 -23.818863 1.912552 2
-10.834610000000001 -23.444672 3.2462310000000003 2
41.521834999999996 -2.129166 12.52742 0
45.687103 -2.151878 14.675056 0
44.391769000000004 -8.126175 6.34436 0
15.316391000000001 -18.925247 -1.785843 2
68.363556 -18.899887 -8.770691000000001 0
62.219223 -11.099861 -0.883682 0
54.580627 -7.954575 6.046539 0
56.479462 -11.713463 3.6252370000000003 0
51.977996999999995 -10.155014 8.258896 0
